epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
83,264.079,0.50067,0.69954,0.71456,0.88888,0,0.88848,0.92832,0.91582,0.79895,0.88848,0.92832,0.91582,0.79588,0.59982,0.85945,0.57042,0.90082,0,0.000104639,0.000104639,0.000104639
84,266.652,0.4484,0.63989,0.67013,0.86948,0,0.92246,0.90307,0.92187,0.80362,0.92246,0.90307,0.92187,0.7975,0.60262,0.8756,0.56939,0.90254,0,9.91348e-05,9.91348e-05,9.91348e-05
85,269.171,0.47214,0.65647,0.68427,0.88299,0,0.92203,0.89889,0.92189,0.80578,0.92203,0.89889,0.92189,0.80236,0.58648,0.87558,0.56962,0.88342,0,9.36304e-05,9.36304e-05,9.36304e-05
86,272.335,0.4816,0.66943,0.68128,0.88249,0,0.92131,0.89514,0.93224,0.81965,0.92131,0.89514,0.93224,0.81709,0.58102,0.8465,0.56914,0.87729,0,8.8126e-05,8.8126e-05,8.8126e-05
87,275.944,0.45216,0.673,0.65633,0.87662,0,0.91946,0.89375,0.93226,0.81189,0.91946,0.89375,0.93226,0.81055,0.58342,0.8287,0.57416,0.88037,0,8.26216e-05,8.26216e-05,8.26216e-05
88,278.392,0.47868,0.71078,0.66441,0.88584,0,0.91614,0.90889,0.93799,0.82411,0.91614,0.90889,0.93799,0.80891,0.60632,0.79009,0.58594,0.9059,0,7.71172e-05,7.71172e-05,7.71172e-05
89,280.888,0.45246,0.66455,0.64654,0.8636,0,0.91196,0.89685,0.92462,0.81297,0.91196,0.89685,0.92462,0.7955,0.5993,0.78182,0.58775,0.90416,0,7.16128e-05,7.16128e-05,7.16128e-05
90,283.515,0.47183,0.66295,0.69208,0.86494,0,0.88642,0.91665,0.92282,0.8014,0.88642,0.91665,0.92282,0.79538,0.59257,0.78056,0.59629,0.90406,0,6.61084e-05,6.61084e-05,6.61084e-05
91,290.296,0.4143,0.61683,0.70225,0.84281,0,0.88359,0.918,0.92584,0.81057,0.88359,0.918,0.92584,0.80259,0.59078,0.78693,0.60007,0.90728,0,6.0604e-05,6.0604e-05,6.0604e-05
92,293.116,0.46609,0.76468,0.83736,0.89831,0,0.91241,0.8909,0.92362,0.80011,0.91241,0.8909,0.92362,0.80923,0.60632,0.80732,0.6052,0.91312,0,5.50996e-05,5.50996e-05,5.50996e-05
93,295.229,0.3929,0.58192,0.66564,0.84087,0,0.91144,0.89435,0.92364,0.80707,0.91144,0.89435,0.92364,0.80807,0.61673,0.81626,0.60816,0.91568,0,4.95952e-05,4.95952e-05,4.95952e-05
94,297.408,0.40838,0.59929,0.66877,0.85359,0,0.90357,0.90409,0.92373,0.80824,0.90357,0.90409,0.92373,0.80079,0.62242,0.84633,0.62906,0.90773,0,4.40908e-05,4.40908e-05,4.40908e-05
95,299.599,0.40453,0.65599,0.71612,0.86296,0,0.89468,0.91342,0.92111,0.80747,0.89468,0.91342,0.92111,0.80171,0.62474,0.8519,0.63668,0.9107,0,3.85864e-05,3.85864e-05,3.85864e-05
96,303.076,0.44493,0.66207,0.68498,0.83938,0,0.88677,0.92672,0.92114,0.80531,0.88677,0.92672,0.92114,0.8018,0.61774,0.85641,0.63472,0.90872,0,3.3082e-05,3.3082e-05,3.3082e-05
97,305.458,0.39974,0.61334,0.6369,0.8364,0,0.88445,0.92645,0.92118,0.80747,0.88445,0.92645,0.92118,0.80439,0.60643,0.84012,0.6238,0.90779,0,2.75776e-05,2.75776e-05,2.75776e-05
98,307.73,0.37448,0.54631,0.6581,0.83207,0,0.91575,0.91507,0.92481,0.8025,0.91575,0.91507,0.92481,0.80441,0.59817,0.83581,0.60204,0.90694,0,2.20732e-05,2.20732e-05,2.20732e-05
99,309.875,0.37947,0.62171,0.74001,0.84397,0,0.91785,0.9125,0.92481,0.80935,0.91785,0.9125,0.92481,0.80128,0.58926,0.83435,0.59545,0.90319,0,1.65688e-05,1.65688e-05,1.65688e-05
100,312.115,0.38011,0.54365,0.63384,0.83884,0,0.91932,0.91537,0.92477,0.80914,0.91932,0.91537,0.92477,0.80132,0.58385,0.83046,0.57825,0.90464,0,1.10644e-05,1.10644e-05,1.10644e-05
